Iteration,Acceptance,Action
8000.0,48.625,108.12458526590842
8100.0,48.617283950617285,117.09185144361808
8200.0,48.69512195121951,120.65805498849925
8300.0,48.83132530120482,116.4387492776118
8400.0,48.82142857142857,118.73033437863243
8500.0,48.705882352941174,109.67622942602236
8600.0,48.74418604651163,108.09454222493152
8700.0,48.793103448275865,110.10794859312723
8800.0,48.71590909090909,106.79749687249034
8900.0,48.651685393258425,107.12261228224256
9000.0,48.666666666666664,117.8433690915071
9100.0,48.59340659340659,111.56809454497309
9200.0,48.619565217391305,105.98916040648766
9300.0,48.645161290322584,109.59122865331216
9400.0,48.670212765957444,111.82812880626179
9500.0,48.63157894736842,110.3167495083477
9600.0,48.5625,114.5889541288677
9700.0,48.48453608247423,118.40983542823494
9800.0,48.42857142857143,122.8271611636984
9900.0,48.4040404040404,111.41683992123271
10000.0,48.45,104.28426843254474
10100.0,48.445544554455445,99.52266702921585
10200.0,48.470588235294116,107.09751957374291
10300.0,48.407766990291265,94.84770921007066
10400.0,48.54807692307692,101.02275544676507
10500.0,48.542857142857144,104.16799098912976
10600.0,48.490566037735846,112.05395234836641
10700.0,48.5607476635514,111.85564774678556
10800.0,48.56481481481482,107.99307729748168
10900.0,48.55045871559633,108.35945814667683
11000.0,48.50909090909091,113.3675308270056
11100.0,48.531531531531535,108.99237884804181
11200.0,48.5,102.42528990039646
11300.0,48.48672566371681,99.20641320376635
11400.0,48.35087719298246,100.69703475581962
11500.0,48.37391304347826,101.04196960623793
11600.0,48.33620689655172,101.15652046992156
11700.0,48.31623931623932,89.70492808004249
11800.0,48.33898305084746,84.74114439019702
11900.0,48.36134453781513,87.26467634255968
12000.0,48.40833333333333,84.56663591534587
12100.0,48.421487603305785,83.69414412381401
12200.0,48.40983606557377,83.44513598206831
12300.0,48.36585365853659,79.57053569155906
12400.0,48.435483870967744,87.10669028234878
12500.0,48.44,93.36831236047045
12600.0,48.37301587301587,92.83827182530126
12700.0,48.40944881889764,94.2218909395414
12800.0,48.3828125,98.31303500307358
12900.0,48.41085271317829,102.94499701177838
13000.0,48.42307692307692,93.25231249300597
13100.0,48.44274809160305,99.86614663641615
13200.0,48.39393939393939,98.13884874870722
13300.0,48.3609022556391,102.94549155274957
13400.0,48.3955223880597,92.65061340843289
13500.0,48.4,96.5741551469547
13600.0,48.43382352941177,100.61383129135211
13700.0,48.40875912408759,103.40790396387801
13800.0,48.39855072463768,102.9747188361908
13900.0,48.431654676258994,109.58073287110287
14000.0,48.457142857142856,112.2518386907319
14100.0,48.46808510638298,102.00691510609089
14200.0,48.485915492957744,102.47517183046442
14300.0,48.48951048951049,113.6169621092888
14400.0,48.486111111111114,103.23299471819115
14500.0,48.42068965517242,101.28174763091693
14600.0,48.43150684931507,92.93855701310764
14700.0,48.38775510204081,95.41503932672369
14800.0,48.358108108108105,107.13891784136189
14900.0,48.36241610738255,102.67857595811324
15000.0,48.42,102.03189693433299
15100.0,48.437086092715234,95.98737596865314
15200.0,48.44736842105263,102.73642983014128
15300.0,48.44444444444444,103.46875179453747
15400.0,48.435064935064936,107.81431273322758
15500.0,48.50967741935484,107.6658743442263
15600.0,48.51282051282051,111.605661773018
15700.0,48.53503184713376,110.23524405949314
15800.0,48.550632911392405,115.93650442208576
15900.0,48.55974842767296,115.71212709928173
16000.0,48.58125,121.38994737447256
16100.0,48.57142857142857,125.14591633448231
16200.0,48.54320987654321,121.65101157040034
16300.0,48.57055214723926,113.86920001754837
16400.0,48.51829268292683,108.00791419920171
16500.0,48.56363636363636,108.54399387573935
16600.0,48.524096385542165,109.32971571584447
16700.0,48.58083832335329,120.08270115417142
16800.0,48.55952380952381,116.8477288714139
16900.0,48.59763313609467,120.00853284208543
17000.0,48.64705882352941,119.29608008499625
17100.0,48.64327485380117,124.72304984696166
17200.0,48.633720930232556,119.9248804960603
17300.0,48.630057803468205,121.95000168925729
17400.0,48.6551724137931,117.1905835220626
17500.0,48.66285714285714,107.30104024309125
17600.0,48.69318181818182,114.00109278258087
17700.0,48.717514124293785,111.66648289713487
17800.0,48.78651685393258,104.08778700932744
17900.0,48.80446927374302,102.73762945434734
18000.0,48.77777777777778,102.31012783125082
18100.0,48.79558011049724,100.71924570277909
18200.0,48.785714285714285,95.80010491882649
18300.0,48.83606557377049,97.76341479486995
18400.0,48.86413043478261,87.99453574742788
18500.0,48.84324324324324,87.57694866666078
18600.0,48.82258064516129,94.55079985393574
18700.0,48.79679144385027,95.9986550889669
18800.0,48.787234042553195,93.72916881939545
18900.0,48.783068783068785,88.03523011748224
19000.0,48.8,85.5178995669364
19100.0,48.832460732984295,91.46006859559407
19200.0,48.854166666666664,100.91201036446273
19300.0,48.854922279792746,99.83849603495189
19400.0,48.896907216494846,98.83380008008905
19500.0,48.86153846153846,98.63153327050856
19600.0,48.857142857142854,98.31704265096533
19700.0,48.857868020304565,103.03718173938603
19800.0,48.878787878787875,99.03911481602066
19900.0,48.88442211055276,97.86738126525698
20000.0,48.895,102.99924846448238
20100.0,48.91044776119403,106.42756747337577
20200.0,48.91089108910891,107.23487347613639
20300.0,48.89655172413793,111.0676343343454
20400.0,48.88725490196079,104.08961120899633
20500.0,48.858536585365854,99.04705252980233
20600.0,48.85436893203884,100.59258280699224
20700.0,48.81642512077295,102.80566122740677
20800.0,48.84615384615385,101.63877793988658
20900.0,48.8421052631579,102.78044482845965
21000.0,48.838095238095235,106.8470124065959
21100.0,48.85781990521327,112.20780398759332
21200.0,48.844339622641506,110.68029802694613
21300.0,48.821596244131456,116.73504254914326
21400.0,48.82710280373832,109.36945365918774
21500.0,48.85116279069767,117.62867563177156
21600.0,48.88425925925926,126.37996596808371
21700.0,48.894009216589865,115.55234271747119
21800.0,48.88990825688074,110.79946966920528
21900.0,48.89497716894977,104.85868928909187
22000.0,48.88181818181818,108.10141603672746
22100.0,48.88235294117647,109.79384181664014
22200.0,48.85585585585586,113.35250931043923
22300.0,48.874439461883405,111.22884410653405
22400.0,48.888392857142854,102.0899612350222
22500.0,48.90222222222222,95.10966728611001
22600.0,48.86725663716814,98.17979236930343
22700.0,48.85462555066079,105.67357134199887
22800.0,48.83771929824562,113.3458323695507
22900.0,48.80349344978166,110.26949102912276
23000.0,48.81304347826087,109.2475975197097
23100.0,48.77489177489178,105.71800453926303
23200.0,48.797413793103445,123.91946516114214
23300.0,48.73390557939914,120.3370125905746
23400.0,48.73504273504273,128.5781016785276
23500.0,48.753191489361704,120.11210339210254
23600.0,48.75423728813559,117.57078348106396
23700.0,48.71308016877637,118.38275553640943
23800.0,48.680672268907564,118.47828615265188
23900.0,48.71966527196653,124.31038785259965
24000.0,48.733333333333334,121.85713495516663
24100.0,48.7551867219917,115.54372312903801
24200.0,48.756198347107436,112.63172172453636
24300.0,48.74074074074074,100.81238401898771
24400.0,48.717213114754095,105.8999601506105
24500.0,48.7265306122449,97.42244803652169
24600.0,48.71544715447155,97.9138493477819
24700.0,48.70040485829959,105.04344780467575
24800.0,48.70161290322581,105.85399748118256
24900.0,48.75100401606426,112.97087431710699
25000.0,48.736,100.79448246002492
25100.0,48.69721115537848,102.46511991297352
25200.0,48.67857142857143,108.74147164874016
25300.0,48.70750988142292,121.86263593857194
25400.0,48.673228346456696,121.48727305928423
25500.0,48.705882352941174,118.85214260415262
25600.0,48.6953125,117.37570871196615
25700.0,48.735408560311285,118.45572791778429
25800.0,48.748062015503876,108.82717713047056
25900.0,48.78378378378378,111.7489280474484
26000.0,48.79615384615385,104.59678051707598
26100.0,48.804597701149426,109.58787851366324
26200.0,48.786259541984734,107.59874296962789
26300.0,48.79467680608365,106.37655326723726
26400.0,48.78409090909091,98.53224243923286
26500.0,48.78867924528302,113.70817439337637
26600.0,48.774436090225564,106.53405550027531
26700.0,48.7752808988764,106.72265385732192
26800.0,48.776119402985074,115.50350329786846
26900.0,48.75836431226766,112.3536802976491
27000.0,48.74444444444445,110.8671238579592
27100.0,48.74169741697417,112.36128775526441
27200.0,48.7389705882353,117.89984065950648
27300.0,48.73626373626374,118.51433282008264
27400.0,48.74817518248175,106.34097481301454
27500.0,48.74909090909091,107.78888892254324
27600.0,48.76086956521739,111.3001329889124
27700.0,48.73285198555957,111.27221326628364
27800.0,48.73021582733813,118.54739542339206
27900.0,48.72043010752688,123.92888122612923
28000.0,48.7,120.99746757465196
28100.0,48.68327402135231,116.24924424834157
28200.0,48.687943262411345,111.64036255778117
28300.0,48.68197879858657,126.04864291359242
28400.0,48.67253521126761,123.60840060862428
28500.0,48.666666666666664,111.39878329963042
28600.0,48.65384615384615,109.62122208596534
28700.0,48.63414634146341,106.11538366294745
28800.0,48.63194444444444,101.91943605585647
28900.0,48.64359861591696,100.97799634914752
29000.0,48.63448275862069,99.90205504282045
29100.0,48.66323024054983,97.46206166066736
29200.0,48.64041095890411,102.8866282072868
29300.0,48.65529010238908,108.51472820635679
29400.0,48.666666666666664,101.62542352264597
29500.0,48.637288135593224,104.1388930973271
29600.0,48.63513513513514,95.19466271925816
29700.0,48.63973063973064,104.68266026066111
29800.0,48.647651006711406,98.26485225849446
29900.0,48.68561872909699,96.11267572315666
30000.0,48.70666666666666,100.66722684714742
30100.0,48.70099667774086,90.31979572144806
30200.0,48.69867549668874,87.47583941755529
30300.0,48.71287128712871,96.40416232513192
30400.0,48.74013157894737,99.45804816309652
30500.0,48.74426229508197,98.82521218367583
30600.0,48.73529411764706,92.20454714715693
30700.0,48.71986970684039,100.14268628417594
30800.0,48.71103896103896,106.3323670559695
30900.0,48.73462783171521,108.79521207923956
31000.0,48.74193548387097,102.03763688317045
31100.0,48.758842443729904,90.651395382178
31200.0,48.76923076923077,91.90684571773619
31300.0,48.78274760383387,93.985296923454
31400.0,48.80573248407644,86.03903888999494
31500.0,48.7968253968254,89.37347663886473
31600.0,48.79430379746835,99.1908330946203
31700.0,48.82018927444795,97.30475750906506
31800.0,48.814465408805034,97.10089024925084
31900.0,48.79623824451411,96.0703885734918
32000.0,48.7875,94.576543198296
32100.0,48.81619937694704,93.7164622519141
32200.0,48.81055900621118,93.63377229220993
32300.0,48.8297213622291,94.8852427574391
32400.0,48.842592592592595,89.20892487451957
32500.0,48.85230769230769,91.6544123910771
32600.0,48.88650306748466,93.55044328830141
32700.0,48.90519877675841,97.09486796374703
32800.0,48.920731707317074,86.08525591498181
32900.0,48.92705167173252,89.00307414664626
33000.0,48.93636363636364,105.31270725084806
33100.0,48.92749244712991,97.76471167024665
33200.0,48.933734939759034,104.71688761158511
33300.0,48.95495495495496,105.63358844431711
33400.0,48.961077844311376,105.67545462449216
33500.0,48.92537313432836,107.23663899184581
33600.0,48.913690476190474,108.18282089584056
33700.0,48.92878338278932,112.53165798229132
33800.0,48.937869822485204,111.51152366714896
33900.0,48.926253687315636,113.61543621963759
34000.0,48.917647058823526,108.45775883661199
34100.0,48.90615835777126,112.33497673361887
34200.0,48.91520467836257,106.80826683851419
34300.0,48.93586005830904,100.89764298589591
34400.0,48.950581395348834,107.18445759587141
34500.0,48.93913043478261,107.366220553064
34600.0,48.96242774566474,107.65346931682947
34700.0,48.97982708933718,117.8079739051339
34800.0,48.98275862068966,115.75959024036462
34900.0,48.95702005730659,108.40043071201896
35000.0,48.98285714285714,104.4920073671262
35100.0,48.98575498575499,106.57558678679098
35200.0,48.98579545454545,104.2635743771855
35300.0,48.98016997167139,102.80193195056995
35400.0,48.96045197740113,98.9577461694091
35500.0,48.96056338028169,108.51218524965434
35600.0,48.98876404494382,108.36304033668586
35700.0,49.016806722689076,98.7647105588932
35800.0,49.0195530726257,97.75384278167634
35900.0,48.991643454039,97.33002506387585
36000.0,48.975,100.07062322283213
36100.0,48.97229916897507,104.5997633244651
36200.0,48.966850828729285,98.55921227088673
36300.0,48.972451790633606,105.79394898123104
36400.0,48.98351648351648,109.08703380361851
36500.0,49.00547945205479,111.61869960228962
36600.0,49.01092896174863,114.19465058928554
36700.0,49.013623978201636,124.16303428850438
36800.0,49.01902173913044,113.53273670521273
36900.0,49.02439024390244,121.6180842822146
37000.0,49.04864864864865,116.15858311333767
37100.0,49.06199460916442,120.12104671536801
37200.0,49.075268817204304,117.27616219326656
37300.0,49.07774798927614,119.62299723481118
37400.0,49.06417112299465,124.75192623882998
37500.0,49.077333333333335,123.40792832329046
37600.0,49.066489361702125,121.53400478085572
37700.0,49.06100795755968,119.22467433749695
37800.0,49.076719576719576,118.84866611871878
37900.0,49.10026385224275,121.00274942736141
38000.0,49.11842105263158,113.48661298693625
38100.0,49.13385826771653,128.0734147582843
38200.0,49.12303664921466,122.48529325775172
38300.0,49.10182767624021,130.9070471840368
38400.0,49.088541666666664,138.4461571056644
38500.0,49.11168831168831,141.8429165344692
38600.0,49.11139896373057,138.05502726778911
38700.0,49.10594315245478,132.0514692749023
38800.0,49.103092783505154,137.29307820713888
38900.0,49.102827763496144,134.163241156163
39000.0,49.13333333333333,126.1345645608646
39100.0,49.14066496163683,130.1966749840007
39200.0,49.140306122448976,132.54719783473945
39300.0,49.12722646310433,123.24065951108548
39400.0,49.121827411167516,116.81755423466663
39500.0,49.15696202531645,113.1067093676831
39600.0,49.16161616161616,117.88231350965809
39700.0,49.16120906801007,116.06026378722433
39800.0,49.14824120603015,125.86940915272712
39900.0,49.145363408521305,124.59268005224784
40000.0,49.155,121.26681343437873
40100.0,49.15960099750623,127.2941958152441
40200.0,49.146766169154226,134.0484805710914
40300.0,49.15384615384615,131.16758727014764
40400.0,49.14356435643565,138.5547179240681
40500.0,49.15308641975309,133.3389157246834
40600.0,49.16502463054187,129.43695082576934
40700.0,49.16953316953317,126.27038367171568
40800.0,49.15686274509804,119.73375090342569
40900.0,49.14669926650367,126.54014659446293
41000.0,49.14878048780488,127.16369534208361
41100.0,49.14598540145985,127.30282332962105
41200.0,49.133495145631066,119.5256816628164
41300.0,49.152542372881356,121.10302076721793
41400.0,49.169082125603865,120.27576406692856
41500.0,49.16626506024097,122.21093509004957
41600.0,49.15865384615385,124.79268220372076
41700.0,49.16306954436451,118.91982832586343
41800.0,49.165071770334926,116.61405729261546
41900.0,49.16229116945107,123.57862238154924
42000.0,49.154761904761905,120.31784845608976
42100.0,49.149643705463184,126.30302602082807
42200.0,49.132701421800945,123.8117085802314
42300.0,49.15130023640662,127.33848746596377
42400.0,49.16509433962264,128.27548179905352
42500.0,49.16470588235294,126.65243066479445
42600.0,49.136150234741784,124.94187258116433
42700.0,49.12646370023419,126.37998231417635
42800.0,49.13317757009346,123.44658436672117
42900.0,49.13053613053613,117.59748128284535
43000.0,49.14883720930233,105.00380641320227
43100.0,49.164733178654295,109.80955027399125
43200.0,49.182870370370374,131.0508505879928
43300.0,49.18013856812933,120.32107340805251
43400.0,49.16820276497696,119.1480892649819
43500.0,49.17471264367816,128.10604221051398
43600.0,49.19266055045872,113.9913795638418
43700.0,49.183066361556065,125.20586190143115
43800.0,49.178082191780824,131.02767715081904
43900.0,49.19817767653758,126.17614116181984
44000.0,49.20681818181818,129.5072175670509
44100.0,49.19954648526077,126.09520600417953
44200.0,49.23981900452489,127.66263519273653
44300.0,49.24830699774267,131.9509251556136
44400.0,49.247747747747745,122.5467302067794
44500.0,49.2561797752809,115.2092661143542
44600.0,49.26457399103139,121.77737591258362
44700.0,49.25950782997763,110.67329121472753
44800.0,49.25892857142857,115.43769581439574
44900.0,49.24944320712695,118.14270111962493
45000.0,49.24888888888889,117.35233663805849
45100.0,49.26385809312639,118.94679086194569
45200.0,49.26106194690266,131.57952062587125
45300.0,49.27373068432671,119.52311832022573
45400.0,49.26651982378855,132.67893754927908
45500.0,49.283516483516486,125.61895206656433
45600.0,49.271929824561404,124.67458741798004
45700.0,49.286652078774615,130.7384392670208
45800.0,49.2882096069869,130.76606895653353
45900.0,49.28322440087146,124.50052182368275
46000.0,49.280434782608694,117.70471145642375
46100.0,49.26681127982646,114.28145216754226
46200.0,49.26623376623377,119.35010303577616
46300.0,49.26349892008639,125.90668642547583
46400.0,49.27370689655172,126.13848365706994
46500.0,49.2752688172043,123.83676836113665
46600.0,49.27038626609442,104.7928230253163
46700.0,49.27837259100642,106.10337302953752
46800.0,49.27564102564103,108.15102530976401
46900.0,49.285714285714285,110.66195766824256
47000.0,49.293617021276596,114.18039529588566
47100.0,49.29299363057325,109.90613270718164
47200.0,49.29872881355932,107.44646555866365
47300.0,49.30866807610994,106.04768202261684
47400.0,49.30379746835443,107.0362593588286
47500.0,49.29684210526316,102.53203263573843
47600.0,49.30042016806723,90.85871961952634
47700.0,49.306079664570234,103.5436545136014
47800.0,49.32426778242678,100.84573401978818
47900.0,49.32150313152401,103.5963116780602
48000.0,49.33125,96.13160214669662
48100.0,49.316008316008315,91.44674623856633
48200.0,49.32572614107884,97.12432633321399
48300.0,49.32298136645963,94.19067628381568
48400.0,49.33884297520661,100.2457833690393
48500.0,49.33608247422681,101.05007643857248
48600.0,49.33539094650206,104.01772636867499
48700.0,49.3347022587269,105.0407313600253
48800.0,49.32377049180328,107.20541358640267
48900.0,49.329243353783234,90.48554360970932
49000.0,49.32857142857143,98.673843911272
49100.0,49.329938900203665,102.99623611600549
49200.0,49.329268292682926,101.21203267630108
49300.0,49.328600405679516,105.0289720565212
49400.0,49.34817813765182,112.8200263987671
49500.0,49.36161616161616,110.53572899692149
49600.0,49.368951612903224,117.09776821646577
49700.0,49.38631790744467,105.27002351410692
49800.0,49.377510040160644,110.26389914320399
49900.0,49.37474949899799,106.90661763111494
50000.0,49.398,106.27049100546814
50100.0,49.41317365269461,106.14263130356017
50200.0,49.418326693227094,105.53870066918732
50300.0,49.42147117296223,114.54545181365546
50400.0,49.43650793650794,117.78083295664615
50500.0,49.43168316831683,114.98626960463386
50600.0,49.41304347826087,105.82142112215429
50700.0,49.400394477317555,109.24393662176492
50800.0,49.38779527559055,107.03403086050729
50900.0,49.39292730844794,115.36963999647054
51000.0,49.40588235294118,105.31704617360994
51100.0,49.409001956947165,110.43759697065099
51200.0,49.421875,113.74519851830783
51300.0,49.41520467836257,115.0315548674076
51400.0,49.41050583657587,112.60099688053243
51500.0,49.42718446601942,108.63220737292548
51600.0,49.439922480620154,114.20768859900575
51700.0,49.437137330754354,106.29992187407339
51800.0,49.422779922779924,116.61248600243422
51900.0,49.41618497109827,121.15343064107873
52000.0,49.41346153846154,111.68326667033114
52100.0,49.408829174664106,116.03836494657047
52200.0,49.39846743295019,105.19961547838432
52300.0,49.41682600382409,103.71344414046688
52400.0,49.41793893129771,107.02721470282755
52500.0,49.40761904761905,102.70182355402325
52600.0,49.42395437262358,105.70824924194169
52700.0,49.42504743833017,106.1910755535505
52800.0,49.433712121212125,103.62137687351398
52900.0,49.4234404536862,103.42903485638628
53000.0,49.4377358490566,104.49473693723243
53100.0,49.43502824858757,103.31922932810956
53200.0,49.443609022556394,109.91392711773838
53300.0,49.45403377110694,112.0245928318591
53400.0,49.453183520599254,113.11080541569075
53500.0,49.46355140186916,113.38446257208807
53600.0,49.47761194029851,98.95101071268877
53700.0,49.48230912476723,106.30457209013503
53800.0,49.486988847583646,107.92125768253867
53900.0,49.49165120593692,104.11230646567618
54000.0,49.492592592592594,101.06908376713722
54100.0,49.48983364140481,95.87739566519073
54200.0,49.481549815498155,97.58177522895596
54300.0,49.478821362799266,98.226585943185
54400.0,49.501838235294116,97.70098620875734
54500.0,49.49908256880734,96.8611583304627
54600.0,49.51282051282051,103.969428332907
54700.0,49.519195612431446,109.97047570023396
54800.0,49.52372262773723,110.90897849752514
54900.0,49.5391621129326,116.19497870243458
55000.0,49.556363636363635,114.45170777930082
55100.0,49.5480943738657,116.55661816733321
55200.0,49.55615942028985,120.79237804460678
55300.0,49.54611211573237,112.7336483484599
55400.0,49.545126353790614,115.67656009498975
55500.0,49.54414414414414,121.27924484285487
55600.0,49.5431654676259,127.93627800672263
55700.0,49.55475763016158,126.09694588781392
55800.0,49.562724014336915,121.7829801997845
55900.0,49.54919499105546,123.88086603172505
56000.0,49.56071428571428,119.63101349820383
56100.0,49.57754010695187,123.23185065542921
56200.0,49.5729537366548,118.96608661487583
56300.0,49.57193605683837,111.44959435065215
56400.0,49.57446808510638,118.6934640895407
56500.0,49.580530973451324,114.56804182926692
56600.0,49.58480565371025,109.1318880685588
56700.0,49.59435626102293,110.03929168278852
56800.0,49.598591549295776,100.91009020501525
56900.0,49.59402460456942,103.63367804512927
57000.0,49.59649122807018,100.1173276905896
57100.0,49.60245183887916,97.28692376464798
57200.0,49.5979020979021,100.00751369829707
57300.0,49.60732984293194,97.34112746446122
57400.0,49.60801393728223,97.19935182733485
57500.0,49.61217391304348,95.11593224822619
57600.0,49.61805555555556,92.05560610205067
57700.0,49.61871750433276,94.70262382741467
57800.0,49.634948096885815,99.67372634231381
57900.0,49.626943005181346,103.98505137113098
58000.0,49.641379310344824,99.03748942957016
58100.0,49.64371772805508,88.88407686973409
58200.0,49.63573883161512,84.36611533020285
58300.0,49.64150943396226,94.68766572927584
58400.0,49.64383561643836,106.40107949613079
58500.0,49.656410256410254,94.59081836095027
58600.0,49.66894197952218,98.38107188006218
58700.0,49.68143100511073,100.08566281567585
58800.0,49.695578231292515,103.90976477391706
58900.0,49.71986417657046,97.37493689032945
59000.0,49.720338983050844,90.04448194654715
59100.0,49.732656514382406,105.19925681496686
59200.0,49.73817567567568,105.89057268105456
59300.0,49.74367622259697,109.50219465213543
59400.0,49.74747474747475,105.36710629640062
59500.0,49.75798319327731,98.33971596356636
59600.0,49.761744966442954,98.6621452845229
59700.0,49.777219430485765,100.30721301931224
59800.0,49.764214046822744,100.02023926981805
59900.0,49.764607679465776,97.51863124762167
60000.0,49.75666666666667,105.42983179262126
60100.0,49.767054908485854,100.13098165846677
60200.0,49.76744186046512,99.21941538525871
60300.0,49.77114427860697,106.35835681275168
60400.0,49.77483443708609,99.40454922810437
60500.0,49.78347107438017,100.51045777697924
60600.0,49.78382838283829,104.4601054649143
60700.0,49.79406919275124,101.16391884422421
60800.0,49.80427631578947,101.75364802141087
60900.0,49.814449917898195,100.13114654298664
61000.0,49.81803278688525,101.42371653032012
61100.0,49.83469721767594,100.91829983855692
61200.0,49.841503267973856,103.57582947191587
61300.0,49.83686786296901,100.13294497715466
61400.0,49.83224755700326,99.27494677115138
61500.0,49.834146341463416,110.5903791407634
61600.0,49.839285714285715,120.66630246232685
61700.0,49.84278768233387,126.99355785321617
61800.0,49.85275080906149,131.06671763734565
61900.0,49.87237479806139,127.26198377590889
62000.0,49.8741935483871,120.38484100890389
62100.0,49.88244766505636,132.21509339764623
62200.0,49.87138263665595,122.3878201691848
62300.0,49.85553772070626,128.56607784335768
62400.0,49.85576923076923,116.45721198688906
62500.0,49.8608,110.4800473001433
62600.0,49.86900958466454,109.44164082884271
62700.0,49.889952153110045,107.69871551610731
62800.0,49.89171974522293,110.51591776743827
62900.0,49.90302066772655,111.42323097725465
63000.0,49.91111111111111,116.20890117698346
63100.0,49.91125198098257,106.89800049143541
63200.0,49.91930379746835,100.98198750030855
63300.0,49.93364928909953,100.57143986468888
63400.0,49.9416403785489,96.21262745807478
63500.0,49.94015748031496,99.27520392847433
63600.0,49.9496855345912,101.89837068511126
63700.0,49.95761381475667,93.47821322453755
63800.0,49.98275862068966,105.31989750827094
63900.0,49.99217527386541,104.0623933288015
64000.0,49.996875,108.51833453836512
64100.0,49.9984399375975,113.09986262987478
64200.0,49.99221183800623,115.68826951338336
64300.0,49.99688958009331,103.98059676350586
64400.0,49.99844720496895,104.10853392607633
64500.0,50.0046511627907,106.84288556606872
64600.0,50.0061919504644,98.79099221674032
64700.0,50.02318392581144,90.73087546480247
64800.0,50.03858024691358,103.81434914616385
64900.0,50.05084745762712,106.66873239786699
65000.0,50.073846153846155,93.15657923277541
65100.0,50.09062980030722,83.96342434048272
65200.0,50.0920245398773,88.35255961179242
65300.0,50.10566615620215,92.99101032692114
65400.0,50.116207951070336,91.08520014292935
65500.0,50.131297709923665,87.2468760908511
65600.0,50.140243902439025,91.19700754698002
65700.0,50.15372907153729,97.57758068508444
65800.0,50.16261398176292,95.48273629027793
65900.0,50.16995447647952,95.80390483789347
66000.0,50.17121212121212,95.82288462487945
66100.0,50.175491679273826,101.29676397812268
66200.0,50.176737160120844,110.25402337100253
66300.0,50.17496229260935,109.94222153897574
66400.0,50.18072289156626,109.81462340542187
66500.0,50.18496240601504,109.80865072096609
66600.0,50.192192192192195,103.62390241499988
66700.0,50.2023988005997,100.63222433223515
66800.0,50.217065868263475,95.97738400297699
66900.0,50.21225710014948,103.06311268158197
67000.0,50.21791044776119,99.91409548054641
67100.0,50.22950819672131,100.3619755788419
67200.0,50.23809523809524,105.33982334679366
67300.0,50.25111441307578,98.80892789864775
67400.0,50.26706231454006,92.12503940322841
